SAMPLE_ID	SAMPLE_NAME	GENE_NAME	REGULATION	Z_SCORE	ID_STUDY																																											
2120378	TCGA-76-4926-01	IFIT1	normal	-0.706	329																																											
2178065	TCGA-06-0152-02	IFIT1	normal	-0.746	329																																											
1337858	TCGA-06-0744-01	IFNL3	normal	0	329																																											
1337859	TCGA-06-0745-01	IFNL3	normal	0	329																																											
1338067	TCGA-27-2523-01	IFNL3	normal	0	329																																											
1338079	TCGA-28-1753-01	IFNL3	normal	0	329																																											
1910184	TCGA-06-0157-01	IFNL3	normal	0	329																																											
1910190	TCGA-06-0174-01	IFNL3	normal	0	329																																											
1910206	TCGA-06-0211-01	IFNL3	normal	0	329																																											
1910247	TCGA-12-0618-01	IFNL3	normal	0	329																																											
2120252	TCGA-06-0190-02	IFNL3	normal	0	329																																											
2120253	TCGA-06-0210-02	IFNL3	normal	0	329																																											
2120305	TCGA-19-2624-01	IFNL3	normal	0	329																																											
2120378	TCGA-76-4926-01	IFNL3	normal	0	329																																											
1338022	TCGA-16-0846-01	IGF2BP1	normal	-0.226	329																																											
1338057	TCGA-27-1832-01	IGF2BP1	normal	-0.198	329																																											
1338067	TCGA-27-2523-01	IGF2BP1	normal	-0.226	329																																											
1338079	TCGA-28-1753-01	IGF2BP1	normal	0.085	329																																											
1910168	TCGA-06-0125-01	IGF2BP1	normal	-0.184	329																																											
1910206	TCGA-06-0211-01	IGF2BP1	normal	-0.207	329																																											
2120252	TCGA-06-0190-02	IGF2BP1	normal	-0.042	329																																											
2120253	TCGA-06-0210-02	IGF2BP1	normal	-0.185	329																																											
2120346	TCGA-32-1980-01	IGF2BP1	normal	-0.149	329																																											
2120378	TCGA-76-4926-01	IGF2BP1	normal	-0.226	329																																											
2178065	TCGA-06-0152-02	IGF2BP1	normal	-0.18	329																																											
1337858	TCGA-06-0744-01	IGSF22	over	2.83	329																																											
1337859	TCGA-06-0745-01	IGSF22	normal	-0.648	329																																											
1338022	TCGA-16-0846-01	IGSF22	normal	-0.1	329																																											
1338057	TCGA-27-1832-01	IGSF22	normal	0.839	329																																											
1338067	TCGA-27-2523-01	IGSF22	normal	-0.791	329																																											
1338079	TCGA-28-1753-01	IGSF22	normal	-0.559	329																																											
1910168	TCGA-06-0125-01	IGSF22	normal	-0.104	329																																											
1910184	TCGA-06-0157-01	IGSF22	normal	0.133	329																																											
1910206	TCGA-06-0211-01	IGSF22	normal	-0.641	329																																											
1910247	TCGA-12-0618-01	IGSF22	normal	-0.384	329																																											
2120252	TCGA-06-0190-02	IGSF22	normal	-0.802	329																																											
2120253	TCGA-06-0210-02	IGSF22	normal	0.018	329																																											
2120305	TCGA-19-2624-01	IGSF22	normal	1.408	329																																											
2120346	TCGA-32-1980-01	IGSF22	normal	1.278	329																																											
2120378	TCGA-76-4926-01	IGSF22	normal	-0.277	329																																											
2178065	TCGA-06-0152-02	IGSF22	normal	0.009	329																																											
1338022	TCGA-16-0846-01	IL17D	normal	-0.159	329																																											
1338057	TCGA-27-1832-01	IL17D	normal	-0.908	329																																											
1338067	TCGA-27-2523-01	IL17D	normal	-0.47	329																																											
1338079	TCGA-28-1753-01	IL17D	normal	-0.805	329																																											
1910184	TCGA-06-0157-01	IL17D	normal	-0.279	329																																											
1910190	TCGA-06-0174-01	IL17D	normal	-0.045	329																																											
1910206	TCGA-06-0211-01	IL17D	normal	-0.676	329																																											
1910247	TCGA-12-0618-01	IL17D	normal	-0.452	329																																											
2120252	TCGA-06-0190-02	IL17D	normal	-1.074	329																																											
2120253	TCGA-06-0210-02	IL17D	normal	0.244	329																																											
2120305	TCGA-19-2624-01	IL17D	normal	-0.522	329																																											
2120346	TCGA-32-1980-01	IL17D	normal	-0.607	329																																											
2120378	TCGA-76-4926-01	IL17D	over	2.035	329																																											
2178065	TCGA-06-0152-02	IL17D	normal	-0.835	329																																											
1337859	TCGA-06-0745-01	IL17REL	normal	0.112	329																																											
1338022	TCGA-16-0846-01	IL17REL	normal	-0.761	329																																											
1338057	TCGA-27-1832-01	IL17REL	over	2.027	329																																											
1338067	TCGA-27-2523-01	IL17REL	normal	-0.761	329																																											
1338079	TCGA-28-1753-01	IL17REL	normal	-0.761	329																																											
1910168	TCGA-06-0125-01	IL17REL	normal	0.077	329																																											
1910184	TCGA-06-0157-01	IL17REL	normal	-0.761	329																																											
1910190	TCGA-06-0174-01	IL17REL	normal	-0.761	329																																											
1910206	TCGA-06-0211-01	IL17REL	normal	0.528	329																																											
2120252	TCGA-06-0190-02	IL17REL	normal	0.379	329																																											
2120253	TCGA-06-0210-02	IL17REL	normal	1.237	329																																											
2120305	TCGA-19-2624-01	IL17REL	normal	0.937	329																																											
2120378	TCGA-76-4926-01	IL17REL	normal	-0.761	329																																											
2178065	TCGA-06-0152-02	IL17REL	normal	0.139	329																																											
1337858	TCGA-06-0744-01	IL1R2	normal	-0.701	329																																											
1337859	TCGA-06-0745-01	IL1R2	normal	0.25	329																																											
1338022	TCGA-16-0846-01	IL1R2	normal	-0.424	329																																											
1338057	TCGA-27-1832-01	IL1R2	normal	-0.103	329																																											
1338079	TCGA-28-1753-01	IL1R2	normal	-0.294	329																																											
1910168	TCGA-06-0125-01	IL1R2	normal	-0.568	329																																											
1910184	TCGA-06-0157-01	IL1R2	normal	-0.695	329																																											
1910190	TCGA-06-0174-01	IL1R2	normal	-0.12	329																																											
1910206	TCGA-06-0211-01	IL1R2	normal	-0.277	329																																											
1910247	TCGA-12-0618-01	IL1R2	normal	0.7	329																																											
2120252	TCGA-06-0190-02	IL1R2	over	2.343	329																																											
2120305	TCGA-19-2624-01	IL1R2	normal	-0.596	329																																											
2120346	TCGA-32-1980-01	IL1R2	normal	-0.639	329																																											
2120378	TCGA-76-4926-01	IL1R2	normal	-0.222	329																																											
2178065	TCGA-06-0152-02	IL1R2	normal	-0.499	329																																											
1337858	TCGA-06-0744-01	IL33	normal	-1.042	329																																											
1337859	TCGA-06-0745-01	IL33	normal	-0.861	329																																											
1338022	TCGA-16-0846-01	IL33	normal	-0.505	329																																											
1338057	TCGA-27-1832-01	IL33	normal	-0.317	329																																											
1910168	TCGA-06-0125-01	IL33	normal	-0.897	329																																											
1910184	TCGA-06-0157-01	IL33	over	2.952	329																																											
1910190	TCGA-06-0174-01	IL33	normal	-0.804	329																																											
1910206	TCGA-06-0211-01	IL33	normal	-0.871	329																																											
1910247	TCGA-12-0618-01	IL33	normal	-0.321	329																																											
2120252	TCGA-06-0190-02	IL33	normal	-0.713	329																																											
2120305	TCGA-19-2624-01	IL33	normal	-0.677	329																																											
2120346	TCGA-32-1980-01	IL33	normal	-0.74	329																																											
2178065	TCGA-06-0152-02	IL33	normal	-0.508	329																																											
1337858	TCGA-06-0744-01	IL5RA	normal	-0.243	329																																											
1338022	TCGA-16-0846-01	IL5RA	normal	-0.243	329																																											
1338057	TCGA-27-1832-01	IL5RA	normal	-0.243	329																																											
1338067	TCGA-27-2523-01	IL5RA	normal	-0.243	329																																											
1338079	TCGA-28-1753-01	IL5RA	normal	-0.243	329																																											
1910168	TCGA-06-0125-01	IL5RA	normal	-0.243	329																																											
1910190	TCGA-06-0174-01	IL5RA	normal	-0.243	329																																											
1910247	TCGA-12-0618-01	IL5RA	normal	-0.153	329																																											
2120252	TCGA-06-0190-02	IL5RA	normal	-0.243	329																																											
2120253	TCGA-06-0210-02	IL5RA	normal	-0.243	329																																											
2120305	TCGA-19-2624-01	IL5RA	normal	-0.243	329																																											
2120378	TCGA-76-4926-01	IL5RA	normal	-0.135	329																																											
2178065	TCGA-06-0152-02	IL5RA	normal	-0.143	329																																											
1338067	TCGA-27-2523-01	IL6R	normal	-0.983	329																																											
1338079	TCGA-28-1753-01	IL6R	normal	-0.375	329																																											
1910168	TCGA-06-0125-01	IL6R	normal	-0.769	329																																											
1910184	TCGA-06-0157-01	IL6R	normal	-0.303	329																																											
1910190	TCGA-06-0174-01	IL6R	normal	-0.818	329																																											
1910206	TCGA-06-0211-01	IL6R	normal	-0.129	329																																											
1910247	TCGA-12-0618-01	IL6R	normal	-0.836	329																																											
2120252	TCGA-06-0190-02	IL6R	normal	1.079	329																																											
2120253	TCGA-06-0210-02	IL6R	over	2.031	329																																											
2120305	TCGA-19-2624-01	IL6R	normal	-1.04	329																																											
2120346	TCGA-32-1980-01	IL6R	normal	1.309	329																																											
2120378	TCGA-76-4926-01	IL6R	normal	-0.544	329																																											
2178065	TCGA-06-0152-02	IL6R	normal	1.114	329																																											
1337858	TCGA-06-0744-01	INF2	normal	0.973	329																																											
1337859	TCGA-06-0745-01	INF2	normal	0.059	329																																											
1338022	TCGA-16-0846-01	INF2	normal	1.476	329																																											
1338057	TCGA-27-1832-01	INF2	normal	-0.621	329																																											
1338067	TCGA-27-2523-01	INF2	normal	0.372	329																																											
1338079	TCGA-28-1753-01	INF2	normal	1.123	329																																											
1910168	TCGA-06-0125-01	INF2	normal	-0.953	329																																											
1910184	TCGA-06-0157-01	INF2	normal	-0.888	329																																											
1910190	TCGA-06-0174-01	INF2	normal	-0.249	329																																											
1910206	TCGA-06-0211-01	INF2	normal	-0.918	329																																											
1910247	TCGA-12-0618-01	INF2	normal	0.667	329																																											
2120252	TCGA-06-0190-02	INF2	over	2.051	329																																											
2120253	TCGA-06-0210-02	INF2	normal	0.841	329																																											
2120305	TCGA-19-2624-01	INF2	normal	-0.314	329																																											
2120346	TCGA-32-1980-01	INF2	normal	1.501	329																																											
2120378	TCGA-76-4926-01	INF2	normal	-1.424	329																																											
2178065	TCGA-06-0152-02	INF2	normal	0.18	329																																											
1337858	TCGA-06-0744-01	INPP5A	normal	-0.344	329																																											
1337859	TCGA-06-0745-01	INPP5A	normal	0.033	329																																											
1338022	TCGA-16-0846-01	INPP5A	normal	0.961	329																																											
1338057	TCGA-27-1832-01	INPP5A	normal	-1.549	329																																											
1338067	TCGA-27-2523-01	INPP5A	normal	1.018	329																																											
1338079	TCGA-28-1753-01	INPP5A	normal	-0.246	329																																											
1910168	TCGA-06-0125-01	INPP5A	normal	-0.979	329																																											
1910184	TCGA-06-0157-01	INPP5A	normal	-0.83	329																																											
1910190	TCGA-06-0174-01	INPP5A	normal	-0.034	329																																											
1910206	TCGA-06-0211-01	INPP5A	normal	-0.547	329																																											
2120252	TCGA-06-0190-02	INPP5A	normal	-0.001	329																																											
2120253	TCGA-06-0210-02	INPP5A	normal	0.288	329																																											
2120305	TCGA-19-2624-01	INPP5A	normal	-0.494	329																																											
2120378	TCGA-76-4926-01	INPP5A	normal	0.791	329																																											
2178065	TCGA-06-0152-02	INPP5A	normal	0.001	329																																											
1337858	TCGA-06-0744-01	IREB2	normal	-0.251	329																																											
1338022	TCGA-16-0846-01	IREB2	normal	-1.328	329																																											
1338067	TCGA-27-2523-01	IREB2	normal	0.511	329																																											
1338079	TCGA-28-1753-01	IREB2	normal	0.234	329																																											
1910168	TCGA-06-0125-01	IREB2	normal	0.731	329																																											
1910184	TCGA-06-0157-01	IREB2	normal	0.397	329																																											
1910190	TCGA-06-0174-01	IREB2	normal	0.498	329																																											
1910206	TCGA-06-0211-01	IREB2	normal	-0.026	329																																											
1910247	TCGA-12-0618-01	IREB2	normal	-0.867	329																																											
2120252	TCGA-06-0190-02	IREB2	normal	-1.006	329																																											
2120253	TCGA-06-0210-02	IREB2	normal	-0.438	329																																											
2120305	TCGA-19-2624-01	IREB2	normal	0.272	329																																											
2120378	TCGA-76-4926-01	IREB2	normal	0.79	329																																											
2178065	TCGA-06-0152-02	IREB2	normal	0.503	329																																											
1337859	TCGA-06-0745-01	IRF6	normal	-0.767	329																																											
1338022	TCGA-16-0846-01	IRF6	normal	-0.555	329																																											
1338057	TCGA-27-1832-01	IRF6	normal	-0.443	329																																											
1338079	TCGA-28-1753-01	IRF6	normal	-0.351	329																																											
1910168	TCGA-06-0125-01	IRF6	normal	0.271	329																																											
1910184	TCGA-06-0157-01	IRF6	normal	0.715	329																																											
1910190	TCGA-06-0174-01	IRF6	normal	-0.583	329																																											
1910206	TCGA-06-0211-01	IRF6	normal	-0.559	329																																											
1910247	TCGA-12-0618-01	IRF6	normal	-0.628	329																																											
2120252	TCGA-06-0190-02	IRF6	normal	-0.28	329																																											
2120253	TCGA-06-0210-02	IRF6	normal	0.053	329																																											
2120305	TCGA-19-2624-01	IRF6	normal	-0.62	329																																											
2120346	TCGA-32-1980-01	IRF6	normal	-0.329	329																																											
2120378	TCGA-76-4926-01	IRF6	normal	-0.692	329																																											
2178065	TCGA-06-0152-02	IRF6	normal	-0.632	329																																											
1337858	TCGA-06-0744-01	IRS1	normal	-0.2	329																																											
1337859	TCGA-06-0745-01	IRS1	normal	-0.542	329																																											
1338022	TCGA-16-0846-01	IRS1	normal	1.683	329																																											
1338057	TCGA-27-1832-01	IRS1	normal	1.477	329																																											
1338067	TCGA-27-2523-01	IRS1	normal	-0.259	329																																											
1338079	TCGA-28-1753-01	IRS1	normal	-0.356	329																																											
1910168	TCGA-06-0125-01	IRS1	normal	-0.735	329																																											
1910190	TCGA-06-0174-01	IRS1	normal	1.688	329																																											
1910206	TCGA-06-0211-01	IRS1	normal	0.307	329																																											
1910247	TCGA-12-0618-01	IRS1	normal	0.536	329																																											
2120252	TCGA-06-0190-02	IRS1	over	2.268	329																																											
2120253	TCGA-06-0210-02	IRS1	normal	1.911	329																																											
2120346	TCGA-32-1980-01	IRS1	normal	0.391	329																																											
2120378	TCGA-76-4926-01	IRS1	normal	-1.099	329																																											
2178065	TCGA-06-0152-02	IRS1	normal	-0.201	329																																											
1337858	TCGA-06-0744-01	IRX4	normal	-0.468	329																																											
1337859	TCGA-06-0745-01	IRX4	normal	-0.103	329																																											
1338022	TCGA-16-0846-01	IRX4	normal	-0.468	329																																											
1338057	TCGA-27-1832-01	IRX4	normal	-0.468	329																																											
1338067	TCGA-27-2523-01	IRX4	normal	-0.468	329																																											
1338079	TCGA-28-1753-01	IRX4	normal	-0.468	329																																											
1910168	TCGA-06-0125-01	IRX4	normal	-0.468	329																																											
1910184	TCGA-06-0157-01	IRX4	normal	-0.468	329																																											
1910206	TCGA-06-0211-01	IRX4	normal	-0.468	329																																											
1910247	TCGA-12-0618-01	IRX4	normal	-0.468	329																																											
2120252	TCGA-06-0190-02	IRX4	normal	0.009	329																																											
2120253	TCGA-06-0210-02	IRX4	normal	-0.468	329																																											
2120305	TCGA-19-2624-01	IRX4	normal	-0.113	329																																											
2120346	TCGA-32-1980-01	IRX4	normal	-0.468	329																																											
2120378	TCGA-76-4926-01	IRX4	normal	-0.468	329																																											
2178065	TCGA-06-0152-02	IRX4	normal	-0.468	329																																											
1337859	TCGA-06-0745-01	ISG20	normal	0.378	329																																											
1338022	TCGA-16-0846-01	ISG20	over	2.996	329																																											
1338067	TCGA-27-2523-01	ISG20	normal	-0.445	329																																											
1338079	TCGA-28-1753-01	ISG20	normal	-0.798	329																																											
1910168	TCGA-06-0125-01	ISG20	normal	-1.018	329																																											
1910184	TCGA-06-0157-01	ISG20	normal	-1.167	329																																											
1910190	TCGA-06-0174-01	ISG20	normal	-0.813	329																																											
1910206	TCGA-06-0211-01	ISG20	normal	-0.807	329																																											
1910247	TCGA-12-0618-01	ISG20	normal	-1.088	329																																											
2120252	TCGA-06-0190-02	ISG20	normal	1.622	329																																											
2120253	TCGA-06-0210-02	ISG20	normal	-0.688	329																																											
2120305	TCGA-19-2624-01	ISG20	normal	-0.763	329																																											
2120378	TCGA-76-4926-01	ISG20	normal	-1.054	329																																											
1337858	TCGA-06-0744-01	ITFG1	normal	-0.649	329																																											
1337859	TCGA-06-0745-01	ITFG1	normal	-0.036	329																																											
1338022	TCGA-16-0846-01	ITFG1	normal	-0.912	329																																											
1338057	TCGA-27-1832-01	ITFG1	normal	-1.438	329																																											
1338067	TCGA-27-2523-01	ITFG1	normal	-0.283	329																																											
1338079	TCGA-28-1753-01	ITFG1	normal	-0.391	329																																											
1910190	TCGA-06-0174-01	ITFG1	normal	-0.044	329																																											
1910247	TCGA-12-0618-01	ITFG1	normal	0.175	329																																											
2120252	TCGA-06-0190-02	ITFG1	normal	0.231	329																																											
2120253	TCGA-06-0210-02	ITFG1	normal	-0.383	329																																											
2120305	TCGA-19-2624-01	ITFG1	normal	-0.871	329																																											
2120346	TCGA-32-1980-01	ITFG1	normal	0.969	329																																											
2178065	TCGA-06-0152-02	ITFG1	normal	-0.024	329																																											
1337858	TCGA-06-0744-01	ITGA10	normal	0	329																																											
1337859	TCGA-06-0745-01	ITGA10	normal	0	329																																											
1338022	TCGA-16-0846-01	ITGA10	normal	0	329																																											
1338057	TCGA-27-1832-01	ITGA10	normal	0	329																																											
1338067	TCGA-27-2523-01	ITGA10	normal	0	329																																											
1338079	TCGA-28-1753-01	ITGA10	normal	0	329																																											
1910168	TCGA-06-0125-01	ITGA10	normal	0	329																																											
1910206	TCGA-06-0211-01	ITGA10	normal	0	329																																											
1910247	TCGA-12-0618-01	ITGA10	normal	0	329																																											
2120252	TCGA-06-0190-02	ITGA10	normal	0	329																																											
2120253	TCGA-06-0210-02	ITGA10	normal	0	329																																											
2120305	TCGA-19-2624-01	ITGA10	normal	0	329																																											
2120346	TCGA-32-1980-01	ITGA10	normal	0	329																																											
2120378	TCGA-76-4926-01	ITGA10	normal	0	329																																											
2178065	TCGA-06-0152-02	ITGA10	normal	0	329																																											
1337858	TCGA-06-0744-01	JAK2	normal	-1.615	329																																											
1337859	TCGA-06-0745-01	JAK2	normal	-1.589	329																																											
1338022	TCGA-16-0846-01	JAK2	normal	0.204	329																																											
1338057	TCGA-27-1832-01	JAK2	over	2.002	329																																											
1338067	TCGA-27-2523-01	JAK2	normal	-1.58	329																																											
1338079	TCGA-28-1753-01	JAK2	normal	0.147	329																																											
1910168	TCGA-06-0125-01	JAK2	normal	-0.084	329																																											
1910184	TCGA-06-0157-01	JAK2	normal	-0.403	329																																											
1910190	TCGA-06-0174-01	JAK2	normal	-1.036	329																																											
1910206	TCGA-06-0211-01	JAK2	normal	-1.3	329																																											
1910247	TCGA-12-0618-01	JAK2	normal	-0.852	329																																											
2120252	TCGA-06-0190-02	JAK2	normal	-0.363	329																																											
2120305	TCGA-19-2624-01	JAK2	normal	-0.743	329																																											
2120346	TCGA-32-1980-01	JAK2	normal	-0.263	329																																											
2120378	TCGA-76-4926-01	JAK2	normal	-0.162	329																																											
1337858	TCGA-06-0744-01	JMJD7-PLA2G4B	normal	1.968	329																																											
1337859	TCGA-06-0745-01	JMJD7-PLA2G4B	normal	-1.022	329																																											
1338067	TCGA-27-2523-01	JMJD7-PLA2G4B	normal	-0.67	329																																											
1338079	TCGA-28-1753-01	JMJD7-PLA2G4B	normal	-0.159	329																																											
1910168	TCGA-06-0125-01	JMJD7-PLA2G4B	normal	0.29	329																																											
1910184	TCGA-06-0157-01	JMJD7-PLA2G4B	normal	0.13	329																																											
1910190	TCGA-06-0174-01	JMJD7-PLA2G4B	normal	-0.933	329																																											
1910206	TCGA-06-0211-01	JMJD7-PLA2G4B	normal	-0.327	329																																											
1910247	TCGA-12-0618-01	JMJD7-PLA2G4B	normal	-0.652	329																																											
2120253	TCGA-06-0210-02	JMJD7-PLA2G4B	normal	-0.949	329																																											
2120305	TCGA-19-2624-01	JMJD7-PLA2G4B	over	2.888	329																																											
2120378	TCGA-76-4926-01	JMJD7-PLA2G4B	normal	-0.432	329																																											
2178065	TCGA-06-0152-02	JMJD7-PLA2G4B	normal	0.173	329																																											
1337859	TCGA-06-0745-01	JMY	normal	-1.003	329																																											
1338022	TCGA-16-0846-01	JMY	normal	0.514	329																																											
1338057	TCGA-27-1832-01	JMY	normal	-0.428	329																																											
1338067	TCGA-27-2523-01	JMY	normal	-0.042	329																																											
1338079	TCGA-28-1753-01	JMY	normal	-0.568	329																																											
1910168	TCGA-06-0125-01	JMY	normal	1.22	329																																											
1910190	TCGA-06-0174-01	JMY	normal	0.371	329																																											
1910206	TCGA-06-0211-01	JMY	normal	-0.178	329																																											
1910247	TCGA-12-0618-01	JMY	normal	1.243	329																																											
2120252	TCGA-06-0190-02	JMY	normal	-0.995	329																																											
2120253	TCGA-06-0210-02	JMY	normal	-0.044	329																																											
2120305	TCGA-19-2624-01	JMY	normal	-0.165	329																																											
2120346	TCGA-32-1980-01	JMY	normal	-0.618	329																																											
2178065	TCGA-06-0152-02	JMY	normal	-0.083	329																																											
1337858	TCGA-06-0744-01	KCNA7	normal	1.311	329																																											
1337859	TCGA-06-0745-01	KCNA7	normal	0.097	329																																											
1338022	TCGA-16-0846-01	KCNA7	normal	-0.689	329																																											
1338057	TCGA-27-1832-01	KCNA7	normal	-0.689	329																																											
1338067	TCGA-27-2523-01	KCNA7	normal	-0.689	329																																											
1338079	TCGA-28-1753-01	KCNA7	normal	-0.689	329																																											
1910168	TCGA-06-0125-01	KCNA7	normal	0.066	329																																											
1910184	TCGA-06-0157-01	KCNA7	normal	-0.689	329																																											
1910206	TCGA-06-0211-01	KCNA7	normal	-0.268	329																																											
1910247	TCGA-12-0618-01	KCNA7	normal	-0.689	329																																											
2120305	TCGA-19-2624-01	KCNA7	over	3.895	329																																											
1337858	TCGA-06-0744-01	KCNIP4	normal	-0.457	329																																											
1338022	TCGA-16-0846-01	KCNIP4	normal	-0.267	329																																											
1338057	TCGA-27-1832-01	KCNIP4	normal	-0.574	329																																											
1338067	TCGA-27-2523-01	KCNIP4	normal	-0.619	329																																											
1338079	TCGA-28-1753-01	KCNIP4	normal	0.063	329																																											
1910168	TCGA-06-0125-01	KCNIP4	normal	-0.604	329																																											
1910184	TCGA-06-0157-01	KCNIP4	normal	-0.323	329																																											
1910190	TCGA-06-0174-01	KCNIP4	normal	0.503	329																																											
1910206	TCGA-06-0211-01	KCNIP4	normal	0.343	329																																											
1910247	TCGA-12-0618-01	KCNIP4	normal	0.755	329																																											
2120252	TCGA-06-0190-02	KCNIP4	normal	-0.559	329																																											
2120253	TCGA-06-0210-02	KCNIP4	normal	-0.246	329																																											
2120305	TCGA-19-2624-01	KCNIP4	normal	-0.149	329																																											
2120346	TCGA-32-1980-01	KCNIP4	normal	0.903	329																																											
2120378	TCGA-76-4926-01	KCNIP4	normal	0.307	329																																											
2178065	TCGA-06-0152-02	KCNIP4	normal	-0.396	329																																											
1337858	TCGA-06-0744-01	KCNK1	normal	-0.163	329																																											
1337859	TCGA-06-0745-01	KCNK1	normal	-0.467	329																																											
1338022	TCGA-16-0846-01	KCNK1	normal	0.449	329																																											
1338057	TCGA-27-1832-01	KCNK1	normal	-0.219	329																																											
1338067	TCGA-27-2523-01	KCNK1	normal	-0.225	329																																											
1338079	TCGA-28-1753-01	KCNK1	normal	-0.424	329																																											
1910168	TCGA-06-0125-01	KCNK1	normal	-0.497	329																																											
1910184	TCGA-06-0157-01	KCNK1	normal	-0.64	329																																											
1910190	TCGA-06-0174-01	KCNK1	normal	-0.378	329																																											
1910206	TCGA-06-0211-01	KCNK1	normal	-0.457	329																																											
1910247	TCGA-12-0618-01	KCNK1	normal	-0.333	329																																											
2120252	TCGA-06-0190-02	KCNK1	normal	0.815	329																																											
2120346	TCGA-32-1980-01	KCNK1	over	5.276	329																																											
2120378	TCGA-76-4926-01	KCNK1	normal	1.196	329																																											
2178065	TCGA-06-0152-02	KCNK1	normal	0.305	329																																											
1337859	TCGA-06-0745-01	KCTD10	normal	-1.188	329																																											
1338022	TCGA-16-0846-01	KCTD10	normal	-0.325	329																																											
1338057	TCGA-27-1832-01	KCTD10	normal	-1.651	329																																											
1338079	TCGA-28-1753-01	KCTD10	normal	1.724	329																																											
1910168	TCGA-06-0125-01	KCTD10	normal	-0.618	329																																											
1910184	TCGA-06-0157-01	KCTD10	normal	0.089	329																																											
1910190	TCGA-06-0174-01	KCTD10	normal	0.161	329																																											
1910247	TCGA-12-0618-01	KCTD10	normal	0.524	329																																											
2120252	TCGA-06-0190-02	KCTD10	over	4.237	329																																											
2120346	TCGA-32-1980-01	KCTD10	normal	0.426	329																																											
2120378	TCGA-76-4926-01	KCTD10	normal	0.072	329																																											
2178065	TCGA-06-0152-02	KCTD10	normal	0.16	329																																											
1337858	TCGA-06-0744-01	KCTD9	normal	-0.597	329																																											
1337859	TCGA-06-0745-01	KCTD9	normal	-0.542	329																																											
1338022	TCGA-16-0846-01	KCTD9	normal	-0.137	329																																											
1338057	TCGA-27-1832-01	KCTD9	over	2.945	329																																											
1338067	TCGA-27-2523-01	KCTD9	normal	-0.948	329																																											
1338079	TCGA-28-1753-01	KCTD9	normal	-0.175	329																																											
1910168	TCGA-06-0125-01	KCTD9	normal	-0.672	329																																											
1910184	TCGA-06-0157-01	KCTD9	normal	-0.907	329																																											
1910206	TCGA-06-0211-01	KCTD9	normal	-0.682	329																																											
1910247	TCGA-12-0618-01	KCTD9	normal	-0.529	329																																											
2120252	TCGA-06-0190-02	KCTD9	over	4.574	329																																											
2120253	TCGA-06-0210-02	KCTD9	normal	-0.021	329																																											
2120305	TCGA-19-2624-01	KCTD9	normal	0.05	329																																											
2120346	TCGA-32-1980-01	KCTD9	normal	-0.297	329																																											
2120378	TCGA-76-4926-01	KCTD9	normal	-0.442	329																																											
1337858	TCGA-06-0744-01	KDELR3	normal	-0.469	329																																											
1338022	TCGA-16-0846-01	KDELR3	normal	-0.596	329																																											
1338057	TCGA-27-1832-01	KDELR3	normal	0.921	329																																											
1338067	TCGA-27-2523-01	KDELR3	normal	-0.535	329																																											
1338079	TCGA-28-1753-01	KDELR3	normal	0.293	329																																											
1910168	TCGA-06-0125-01	KDELR3	normal	-0.31	329																																											
1910184	TCGA-06-0157-01	KDELR3	normal	-0.462	329																																											
1910206	TCGA-06-0211-01	KDELR3	normal	-0.11	329																																											
1910247	TCGA-12-0618-01	KDELR3	normal	-0.664	329																																											
2120252	TCGA-06-0190-02	KDELR3	over	6.457	329																																											
2120253	TCGA-06-0210-02	KDELR3	normal	-0.375	329																																											
2120305	TCGA-19-2624-01	KDELR3	normal	-0.403	329																																											
2120346	TCGA-32-1980-01	KDELR3	normal	-0.269	329																																											
2120378	TCGA-76-4926-01	KDELR3	normal	-0.544	329																																											
2178065	TCGA-06-0152-02	KDELR3	normal	-0.038	329																																											
1337858	TCGA-06-0744-01	KHDRBS1	normal	-0.235	329																																											
1337859	TCGA-06-0745-01	KHDRBS1	normal	0.183	329																																											
1338022	TCGA-16-0846-01	KHDRBS1	normal	-0.057	329																																											
1338057	TCGA-27-1832-01	KHDRBS1	normal	-0.455	329																																											
1910184	TCGA-06-0157-01	KHDRBS1	normal	0.162	329																																											
1910190	TCGA-06-0174-01	KHDRBS1	normal	1.469	329																																											
1910206	TCGA-06-0211-01	KHDRBS1	normal	-0.435	329																																											
2120252	TCGA-06-0190-02	KHDRBS1	normal	0.276	329																																											
2120305	TCGA-19-2624-01	KHDRBS1	normal	1.044	329																																											
2120346	TCGA-32-1980-01	KHDRBS1	normal	-1.185	329																																											
2120378	TCGA-76-4926-01	KHDRBS1	normal	1.268	329																																											
2178065	TCGA-06-0152-02	KHDRBS1	normal	0.461	329																																											
1337858	TCGA-06-0744-01	KIAA0355	over	2.021	329																																											
1337859	TCGA-06-0745-01	KIAA0355	normal	-0.575	329																																											
1338022	TCGA-16-0846-01	KIAA0355	normal	-0.207	329																																											
1338057	TCGA-27-1832-01	KIAA0355	normal	-1.341	329																																											
1338067	TCGA-27-2523-01	KIAA0355	over	2.176	329																																											
1338079	TCGA-28-1753-01	KIAA0355	normal	0.307	329																																											
1910168	TCGA-06-0125-01	KIAA0355	over	2.602	329																																											
1910184	TCGA-06-0157-01	KIAA0355	over	2.023	329																																											
1910190	TCGA-06-0174-01	KIAA0355	normal	1.747	329																																											
1910206	TCGA-06-0211-01	KIAA0355	normal	1.742	329																																											
1910247	TCGA-12-0618-01	KIAA0355	normal	0.755	329																																											
